Latitude;Longitude;Date;Source;Channel;Merchants;Cards;Txs;Avg. amount;Category level;Category;Merchants by category;Cards by category;Txs by category;Avg. amount by category
40,415;-3,7;2015-10;bbva;pos;432;8389;11862;45,67968;subcategories;es_hotel;70;553;606;150,7585
40,415;-3,7;2015-10;bbva;pos;432;8389;11862;45,67968;subcategories;es_pub;14;345;463;15,58931
40,415;-3,7;2015-10;bbva;pos;432;8389;11862;45,67968;subcategories;es_foodsme;14;413;801;35,55276
40,415;-3,7;2015-10;bbva;pos;432;8389;11862;45,67968;subcategories;es_fastfood;14;543;650;20,21708
40,415;-3,7;2015-10;bbva;pos;432;8389;11862;45,67968;subcategories;filtered;;;1937;51,3729
40,415;-3,7;2015-10;foreign;bbva_pos;104;5384;6033;83,1529;subcategories;es_hotel;24;1144;1201;172,58341
40,415;-3,7;2015-10;foreign;bbva_pos;104;5384;6033;83,1529;subcategories;es_cafe;7;335;368;15,06688
40,415;-3,7;2015-10;foreign;bbva_pos;104;5384;6033;83,1529;subcategories;es_pharmacy;5;275;310;22,45277
40,415;-3,7;2015-10;foreign;bbva_pos;104;5384;6033;83,1529;subcategories;es_fashionsme;8;142;146;37,3176
40,415;-3,7;2015-10;foreign;bbva_pos;104;5384;6033;83,1529;subcategories;es_restaurant;26;2529;2753;80,44822
40,415;-3,7;2015-10;foreign;bbva_pos;104;5384;6033;83,1529;subcategories;filtered;;;1255;43,79402
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_foodsme;23;2301;3005;19,26999
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_education;7;72;77;125,96844
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_goods;25;4169;4454;32,59706
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_restaurant;120;11452;13438;31,17344
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_leisuretime;4;488;553;27,55414
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_fashionbig;12;8215;8831;67,84111
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_jewelry;12;288;313;158,79403
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_cafe;51;3856;4464;17,99148
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_others;11;114;121;109,2638
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_pub;23;2980;4187;17,37536
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_beauty;28;521;603;42,75592
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_shoe;38;2194;2327;86,98639
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_fastfood;18;3721;4602;10,37332
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_hotel;87;3899;4342;152,87095
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_fashionsme;61;4773;5099;87,33093
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_drugstoresme;17;2598;2757;34,95029
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_books;6;520;547;30,10155
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_homesme;11;572;615;23,37125
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;es_pharmacy;11;1661;1842;19,12273
40,42;-3,7;2015-10;all;pos;635;60833;77369;53,36167;subcategories;filtered;;;15192;73,66262
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_books;4;346;360;26,92953
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_fashionsme;22;2806;2968;80,16552
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_hotel;33;1495;1639;131,94409
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_fastfood;6;2987;3664;10,39388
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_cafe;13;1973;2305;16,57329
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_pub;6;2317;3182;17,71679
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_shoe;9;953;988;96,1741
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_jewelry;4;163;173;94,14908
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_goods;15;1705;1831;31,32343
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_drugstoresme;7;1847;1922;29,95973
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_restaurant;35;7351;8577;30,41137
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;es_beauty;6;250;294;32,81874
40,42;-3,7;2015-10;national;bbva_pos;207;40368;50376;44,45938;subcategories;filtered;;;22473;51,01293
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_hospital;7;34;39;258,51513
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_fastfood;18;2500;3157;9,33679
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_cafe;51;1031;1264;18,14842
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_leather;7;428;445;40,86299
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_pharmacy;11;601;740;21,447
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_shoe;37;1793;1920;84,93856
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_fashionsme;59;1901;2069;72,07562
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_fashionbig;12;2314;2529;33,74592
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_homesme;11;572;615;23,37125
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_goods;22;341;359;37,10329
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_education;7;72;77;125,96844
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_pub;22;647;953;27,51504
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_foodsme;23;713;1036;21,03996
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_hotel;83;800;902;164,38037
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_beauty;28;272;311;52,03814
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_sportandtoys;7;460;482;59,34907
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_jewelry;12;42;44;258,80886
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_drugstoresme;17;1424;1533;30,75546
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;es_restaurant;120;4082;4779;34,55137
40,42;-3,7;2015-10;bbva;pos;620;20492;29237;55,03383;subcategories;filtered;;;5983;102,42209
40,42;-3,7;2015-10;foreign;bbva_pos;150;12002;13927;83,32809;subcategories;es_hotel;27;1956;2196;167,46867
40,42;-3,7;2015-10;foreign;bbva_pos;150;12002;13927;83,32809;subcategories;es_restaurant;24;1739;2037;33,48459
40,42;-3,7;2015-10;foreign;bbva_pos;150;12002;13927;83,32809;subcategories;es_fashionsme;14;1016;1064;101,66756
40,42;-3,7;2015-10;foreign;bbva_pos;150;12002;13927;83,32809;subcategories;es_cafe;11;1191;1315;20,14772
40,42;-3,7;2015-10;foreign;bbva_pos;150;12002;13927;83,32809;subcategories;es_goods;13;2341;2493;32,95606
40,42;-3,7;2015-10;foreign;bbva_pos;150;12002;13927;83,32809;subcategories;filtered;;;4822;105,29096
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_shoe;24;658;685;74,20234
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_fashionsme;78;4438;4765;66,69332
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_hospital;12;72;85;269,73835
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_restaurant;98;7004;8341;28,8129
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_pub;15;1844;2478;18,90974
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_homesme;14;347;373;43,21145
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_diysme;14;569;699;37,37413
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_foodsme;46;2195;3039;18,44782
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_fastfood;28;3510;4447;16,54094
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_beauty;35;900;1020;61,72019
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_jewelry;11;393;412;69,06602
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_pharmacy;13;1431;1776;26,74711
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_tobacconists;7;683;928;19,00592
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_goods;17;1909;1979;16,63263
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_books;18;848;905;39,19951
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_hotel;24;812;895;147,58712
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;es_cafe;61;3573;4272;16,19031
40,425;-3,7;2015-10;all;pos;584;40287;52668;38,68389;subcategories;filtered;;;15569;48,85389
40,425;-3,7;2015-10;national;bbva_pos;150;26146;31603;38,10079;subcategories;es_restaurant;22;4049;4685;30,10793
40,425;-3,7;2015-10;national;bbva_pos;150;26146;31603;38,10079;subcategories;es_jewelry;6;263;277;75,85242
40,425;-3,7;2015-10;national;bbva_pos;150;26146;31603;38,10079;subcategories;es_books;4;481;512;46,42357
40,425;-3,7;2015-10;national;bbva_pos;150;26146;31603;38,10079;subcategories;es_cafe;12;2080;2387;15,56174
40,425;-3,7;2015-10;national;bbva_pos;150;26146;31603;38,10079;subcategories;es_shoe;5;201;206;83,74277
40,425;-3,7;2015-10;national;bbva_pos;150;26146;31603;38,10079;subcategories;es_goods;6;1482;1533;14,04628
40,425;-3,7;2015-10;national;bbva_pos;150;26146;31603;38,10079;subcategories;es_fashionsme;23;2822;2981;68,55947
40,425;-3,7;2015-10;national;bbva_pos;150;26146;31603;38,10079;subcategories;es_hotel;9;457;515;137,4165
40,425;-3,7;2015-10;national;bbva_pos;150;26146;31603;38,10079;subcategories;es_foodsme;13;1272;1586;20,99073
40,425;-3,7;2015-10;national;bbva_pos;150;26146;31603;38,10079;subcategories;filtered;;;16921;37,46216
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_telephony;4;34;34;72,52353
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_opticians;6;48;52;187,61192
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_drugstoresme;10;1254;1411;28,45778
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_fashionsme;77;2002;2212;67,56609
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_homesme;14;277;300;38,98977
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_jewelry;10;142;149;60,98349
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_goods;16;440;456;28,87671
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_others;5;85;93;35,02441
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_hotel;24;272;317;158,72697
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_tobacconists;7;412;578;25,68555
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_shoe;23;469;489;76,30894
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_fastfood;26;1129;1423;15,72874
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_beauty;35;481;530;53,17655
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_diysme;13;568;698;37,39986
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_pharmacy;13;513;645;26,01343
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_hospital;11;43;52;228,22635
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_foodsme;46;819;1342;15,04896
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_cafe;61;1624;2036;19,09847
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_books;18;381;413;31,31639
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;es_restaurant;96;3039;3745;28,40033
40,425;-3,7;2015-10;bbva;pos;572;14221;21705;35,92154;subcategories;filtered;;;4730;32,65726
40,425;-3,7;2015-10;foreign;bbva_pos;109;5811;6772;55,15552;subcategories;es_hotel;5;288;306;166,87307
40,425;-3,7;2015-10;foreign;bbva_pos;109;5811;6772;55,15552;subcategories;es_books;4;38;38;34,77421
40,425;-3,7;2015-10;foreign;bbva_pos;109;5811;6772;55,15552;subcategories;es_fashionsme;16;527;549;68,00993
40,425;-3,7;2015-10;foreign;bbva_pos;109;5811;6772;55,15552;subcategories;es_cafe;10;350;405;12,50704
40,425;-3,7;2015-10;foreign;bbva_pos;109;5811;6772;55,15552;subcategories;es_foodsme;11;246;274;21,79755
40,425;-3,7;2015-10;foreign;bbva_pos;109;5811;6772;55,15552;subcategories;filtered;;;5200;52,45255
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_fashionsme;11;288;321;71,62003
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_goods;10;587;643;23,0858
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_drugstoresme;4;42;49;28,32429
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_pharmacy;12;606;784;30,84723
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_fastfood;14;834;1266;16,09244
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_beauty;30;827;1017;41,09324
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_foodsme;15;830;1063;35,72429
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_techsme;4;82;103;77,54058
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_education;8;23;25;212,604
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_hospital;23;335;354;120,47051
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_pub;7;105;127;17,07953
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_restaurant;64;2419;2839;41,14804
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_hotel;11;149;192;140,24177
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;es_cafe;31;2470;3341;18,70762
40,43;-3,7;2015-10;all;pos;333;12914;17472;40,46276;subcategories;filtered;;;5348;52,17911
40,43;-3,7;2015-10;national;bbva_pos;69;8031;10348;34,84687;subcategories;es_hotel;3;63;83;165,16458
40,43;-3,7;2015-10;national;bbva_pos;69;8031;10348;34,84687;subcategories;es_restaurant;9;1176;1309;35,23738
40,43;-3,7;2015-10;national;bbva_pos;69;8031;10348;34,84687;subcategories;es_foodsme;7;658;848;37,04817
40,43;-3,7;2015-10;national;bbva_pos;69;8031;10348;34,84687;subcategories;es_cafe;9;2035;2779;16,89438
40,43;-3,7;2015-10;national;bbva_pos;69;8031;10348;34,84687;subcategories;filtered;;;5329;41,73292
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_goods;10;544;597;21,2594
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_restaurant;63;1579;1883;47,12174
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_education;7;20;22;190,19591
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_others;11;99;114;124,42711
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_foodsme;15;206;266;31,98207
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_pharmacy;12;422;538;24,74279
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_sport;4;60;65;191,33215
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_cafe;31;505;684;28,23025
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_tobacconists;6;120;219;27,76648
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_drugstoresme;4;42;49;28,32429
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_fashionsme;11;209;230;69,37657
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_hotel;10;85;110;101,49036
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_pub;6;78;95;17,13358
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_beauty;29;393;492;60,51561
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_hospital;22;154;171;170,69947
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;es_techsme;4;82;103;77,54058
40,43;-3,7;2015-10;bbva;pos;326;6085;8613;47,51207;subcategories;filtered;;;2975;44,60452
40,43;-3,7;2015-10;foreign;bbva_pos;40;355;403;45,97734;subcategories;es_cafe;7;136;168;16,63161
40,43;-3,7;2015-10;foreign;bbva_pos;40;355;403;45,97734;subcategories;es_restaurant;5;48;50;44,0634
40,43;-3,7;2015-10;foreign;bbva_pos;40;355;403;45,97734;subcategories;filtered;;;185;73,14373
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_foodsme;40;1612;2476;30,66792
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_goods;12;678;750;23,91861
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_education;9;127;132;187,51826
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_restaurant;52;3926;4944;36,62017
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_cafe;25;573;770;19,99292
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_beauty;38;712;849;47,17623
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_shoe;5;30;33;50,91091
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_pharmacy;17;1008;1257;26,15262
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_homesme;8;359;381;45,50291
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_hospital;21;236;280;173,83704
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;es_fashionsme;27;1800;2138;33,71006
40,435;-3,7;2015-10;all;pos;351;11781;17426;40,88684;subcategories;filtered;;;3416;54,07923
40,435;-3,7;2015-10;national;bbva_pos;79;8038;10576;37,92285;subcategories;es_restaurant;17;2903;3639;35,48223
40,435;-3,7;2015-10;national;bbva_pos;79;8038;10576;37,92285;subcategories;es_foodsme;13;1026;1457;33,09774
40,435;-3,7;2015-10;national;bbva_pos;79;8038;10576;37,92285;subcategories;es_cafe;4;298;417;14,44348
40,435;-3,7;2015-10;national;bbva_pos;79;8038;10576;37,92285;subcategories;es_fashionsme;11;1590;1875;31,44539
40,435;-3,7;2015-10;national;bbva_pos;79;8038;10576;37,92285;subcategories;filtered;;;3188;49,7948
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_diysme;4;34;36;35,47139
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_opticians;5;30;33;192,72636
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_books;8;68;69;28,95174
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_shoe;5;30;33;50,91091
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_beauty;38;351;449;56,39321
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_homesme;8;141;154;46,21
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_jewelry;7;40;41;61,04073
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_pharmacy;17;707;923;26,57495
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_cafe;25;299;386;25,74816
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_foodsme;40;693;1184;28,56675
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_hospital;20;179;217;164,65194
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_restaurant;51;1731;2138;41,09589
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_fashionsme;27;356;442;42,3807
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;es_goods;12;219;242;25,22112
40,435;-3,7;2015-10;bbva;pos;346;5046;8626;44,28003;subcategories;filtered;;;2279;52,20998
40,435;-3,7;2015-10;foreign;bbva_pos;55;377;431;44,99981;subcategories;es_foodsme;12;28;39;36,17128
40,435;-3,7;2015-10;foreign;bbva_pos;55;377;431;44,99981;subcategories;es_restaurant;13;208;218;42,37495
40,435;-3,7;2015-10;foreign;bbva_pos;55;377;431;44,99981;subcategories;es_fashionsme;7;67;76;39,19105
40,435;-3,7;2015-10;foreign;bbva_pos;55;377;431;44,99981;subcategories;filtered;;;98;58,85694
40,44;-3,7;2015-10;all;pos;215;8256;12007;43,26994;subcategories;es_beauty;31;578;674;44,33588
40,44;-3,7;2015-10;all;pos;215;8256;12007;43,26994;subcategories;es_car;6;385;501;27,86234
40,44;-3,7;2015-10;all;pos;215;8256;12007;43,26994;subcategories;es_hospital;15;163;183;208,04208
40,44;-3,7;2015-10;all;pos;215;8256;12007;43,26994;subcategories;es_fashionsme;8;62;71;61,56282
40,44;-3,7;2015-10;all;pos;215;8256;12007;43,26994;subcategories;es_floristssme;6;59;61;34,38295
40,44;-3,7;2015-10;all;pos;215;8256;12007;43,26994;subcategories;es_goods;9;155;175;19,94566
40,44;-3,7;2015-10;all;pos;215;8256;12007;43,26994;subcategories;es_shoe;3;49;51;60,90686
40,44;-3,7;2015-10;all;pos;215;8256;12007;43,26994;subcategories;es_restaurant;35;2242;2705;39,93377
40,44;-3,7;2015-10;all;pos;215;8256;12007;43,26994;subcategories;filtered;;;7586;41,72728
40,44;-3,7;2015-10;national;bbva_pos;39;4650;5945;43,57835;subcategories;es_beauty;8;264;301;53,5307
40,44;-3,7;2015-10;national;bbva_pos;39;4650;5945;43,57835;subcategories;es_restaurant;10;1515;1760;41,54311
40,44;-3,7;2015-10;national;bbva_pos;39;4650;5945;43,57835;subcategories;filtered;;;3884;43,72933
40,44;-3,7;2015-10;bbva;pos;213;4192;6802;40,20819;subcategories;es_foodsme;11;223;361;24,3564
40,44;-3,7;2015-10;bbva;pos;213;4192;6802;40,20819;subcategories;es_beauty;31;357;419;39,56422
40,44;-3,7;2015-10;bbva;pos;213;4192;6802;40,20819;subcategories;es_floristssme;6;59;61;34,38295
40,44;-3,7;2015-10;bbva;pos;213;4192;6802;40,20819;subcategories;es_goods;9;55;64;32,17156
40,44;-3,7;2015-10;bbva;pos;213;4192;6802;40,20819;subcategories;es_fashionsme;8;62;71;61,56282
40,44;-3,7;2015-10;bbva;pos;213;4192;6802;40,20819;subcategories;es_restaurant;35;1227;1525;47,58098
40,44;-3,7;2015-10;bbva;pos;213;4192;6802;40,20819;subcategories;es_hospital;15;104;117;196,07462
40,44;-3,7;2015-10;bbva;pos;213;4192;6802;40,20819;subcategories;es_cafe;26;401;480;27,04256
40,44;-3,7;2015-10;bbva;pos;213;4192;6802;40,20819;subcategories;es_shoe;3;49;51;60,90686
40,44;-3,7;2015-10;bbva;pos;213;4192;6802;40,20819;subcategories;filtered;;;3653;35,04253
40,44;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;es_beauty;3;5;5;31,112
40,44;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;es_restaurant;7;48;52;32,00538
40,44;-3,7;2015-10;foreign;bbva_pos;;;;;subcategories;filtered;;;351;140,84727
40,445;-3,7;2015-10;all;pos;145;3897;4994;60,05156;subcategories;es_drugstoresme;3;6;6;43,01167
40,445;-3,7;2015-10;all;pos;145;3897;4994;60,05156;subcategories;es_pharmacy;12;460;563;33,41215
40,445;-3,7;2015-10;all;pos;145;3897;4994;60,05156;subcategories;es_others;4;16;21;64,28381
40,445;-3,7;2015-10;all;pos;145;3897;4994;60,05156;subcategories;es_beauty;15;120;147;40,14401
40,445;-3,7;2015-10;all;pos;145;3897;4994;60,05156;subcategories;es_books;4;49;52;44,22269
40,445;-3,7;2015-10;all;pos;145;3897;4994;60,05156;subcategories;es_hospital;15;276;321;115,56025
40,445;-3,7;2015-10;all;pos;145;3897;4994;60,05156;subcategories;es_restaurant;26;1172;1528;36,53431
40,445;-3,7;2015-10;all;pos;145;3897;4994;60,05156;subcategories;filtered;;;2356;75,70392
40,445;-3,7;2015-10;national;bbva_pos;29;2235;2770;57,24821;subcategories;es_hospital;4;194;221;103,50068
40,445;-3,7;2015-10;national;bbva_pos;29;2235;2770;57,24821;subcategories;es_restaurant;6;591;796;26,33634
40,445;-3,7;2015-10;national;bbva_pos;29;2235;2770;57,24821;subcategories;filtered;;;1753;65,45359
40,445;-3,7;2015-10;bbva;pos;141;2053;2707;61,62372;subcategories;es_restaurant;26;667;839;46,38707
40,445;-3,7;2015-10;bbva;pos;141;2053;2707;61,62372;subcategories;es_others;4;16;21;64,28381
40,445;-3,7;2015-10;bbva;pos;141;2053;2707;61,62372;subcategories;es_hospital;14;92;112;128,54125
40,445;-3,7;2015-10;bbva;pos;141;2053;2707;61,62372;subcategories;es_drugstoresme;3;6;6;43,01167
40,445;-3,7;2015-10;bbva;pos;141;2053;2707;61,62372;subcategories;es_beauty;14;99;122;41,05787
40,445;-3,7;2015-10;bbva;pos;141;2053;2707;61,62372;subcategories;es_books;4;49;52;44,22269
40,445;-3,7;2015-10;bbva;pos;141;2053;2707;61,62372;subcategories;es_goods;4;21;25;21,954
40,445;-3,7;2015-10;bbva;pos;141;2053;2707;61,62372;subcategories;es_pharmacy;11;212;256;38,05621
40,445;-3,7;2015-10;bbva;pos;141;2053;2707;61,62372;subcategories;filtered;;;1274;74,01267
